Model,Fold,Label,F1_micro,F1_macro,Precision,Recall,FPR,FNR,TPR,TNR,TP,FP,FN,TN
Balanced Logistic Regression,5,RefugeeAssistance,0.531130876747141,0.5008679765842752,0.3,0.6,0.023608768971332208,0.4,0.6,0.9763912310286678,12,28,8,1158
Balanced Logistic Regression,5,ElectionAssistance,0.531130876747141,0.5008679765842752,0.37209302325581395,0.7272727272727273,0.022804054054054054,0.2727272727272727,0.7272727272727273,0.9771959459459459,16,27,6,1157
Balanced Logistic Regression,5,LegalReform,0.531130876747141,0.5008679765842752,0.32786885245901637,0.7692307692307693,0.03474576271186441,0.23076923076923078,0.7692307692307693,0.9652542372881356,20,41,6,1139
Balanced Logistic Regression,5,CivilSocietyAssistance,0.531130876747141,0.5008679765842752,0.3793103448275862,0.6875,0.030664395229982964,0.3125,0.6875,0.969335604770017,22,36,10,1138
Random Forest,1,PoliceReform,0.15081967213114755,0.11796253632988327,0.9166666666666666,0.10476190476190476,0.0009082652134423251,0.8952380952380953,0.10476190476190476,0.9990917347865577,11,1,94,1100
Random Forest,1,Operations_PatrolsInterventions,0.15081967213114755,0.11796253632988327,1.0,0.16129032258064516,0.0,0.8387096774193549,0.16129032258064516,1.0,5,0,26,1175
Random Forest,1,StateAdministration,0.15081967213114755,0.11796253632988327,1.0,0.11363636363636363,0.0,0.8863636363636364,0.11363636363636363,1.0,5,0,39,1162
Random Forest,1,RefugeeAssistance,0.15081967213114755,0.11796253632988327,1.0,0.05,0.0,0.95,0.05,1.0,1,0,19,1186
Random Forest,1,ElectionAssistance,0.15081967213114755,0.11796253632988327,0.0,0.0,0.0,1.0,0.0,1.0,0,0,23,1183
Random Forest,1,LegalReform,0.15081967213114755,0.11796253632988327,0.0,0.0,0.0,1.0,0.0,1.0,0,0,26,1180
Random Forest,1,CivilSocietyAssistance,0.15081967213114755,0.11796253632988327,1.0,0.03125,0.0,0.96875,0.03125,1.0,1,0,31,1174
Random Forest,2,PoliceReform,0.22429906542056074,0.17531161011444124,0.7916666666666666,0.18095238095238095,0.004541326067211626,0.819047619047619,0.18095238095238095,0.9954586739327884,19,5,86,1096
Random Forest,2,Operations_PatrolsInterventions,0.22429906542056074,0.17531161011444124,1.0,0.23333333333333334,0.0,0.7666666666666667,0.23333333333333334,1.0,7,0,23,1176
