Model,Fold,Label,F1_micro,F1_macro,Precision,Recall,FPR,FNR,TPR,TNR,TP,FP,FN,TN,Threshold
XLM-RoBERTa-improved,3,CivilSocietyAssistance,0.5255972696245734,0.4888376549753789,0.47368421052631576,0.5454545454545454,0.017064846416382253,0.45454545454545453,0.5454545454545454,0.9829351535836177,18,20,15,1152,0.7500000000000001
XLM-RoBERTa-improved,4,PoliceReform,0.5016501650165016,0.42805951449298946,0.47297297297297297,0.6666666666666666,0.07084468664850137,0.3333333333333333,0.6666666666666666,0.9291553133514986,70,78,35,1023,0.8500000000000001
XLM-RoBERTa-improved,4,Operations_PatrolsInterventions,0.5016501650165016,0.42805951449298946,0.6666666666666666,0.7333333333333333,0.00935374149659864,0.26666666666666666,0.7333333333333333,0.9906462585034014,22,11,8,1165,0.9000000000000001
XLM-RoBERTa-improved,4,StateAdministration,0.5016501650165016,0.42805951449298946,0.43661971830985913,0.7045454545454546,0.03442340791738382,0.29545454545454547,0.7045454545454546,0.9655765920826161,31,40,13,1122,0.6500000000000001
XLM-RoBERTa-improved,4,RefugeeAssistance,0.5016501650165016,0.42805951449298946,0.19047619047619047,0.19047619047619047,0.014345991561181435,0.8095238095238095,0.19047619047619047,0.9856540084388186,4,17,17,1168,0.7000000000000001
XLM-RoBERTa-improved,4,ElectionAssistance,0.5016501650165016,0.42805951449298946,0.55,0.5,0.007601351351351352,0.5,0.5,0.9923986486486487,11,9,11,1175,0.9000000000000001
XLM-RoBERTa-improved,4,LegalReform,0.5016501650165016,0.42805951449298946,0.0,0.0,0.007620660457239628,1.0,0.0,0.9923793395427604,0,9,25,1172,0.8500000000000001
XLM-RoBERTa-improved,4,CivilSocietyAssistance,0.5016501650165016,0.42805951449298946,0.56,0.4375,0.009369676320272573,0.5625,0.4375,0.9906303236797275,14,11,18,1163,0.9000000000000001
XLM-RoBERTa-improved,5,PoliceReform,0.5413005272407733,0.4740761997142859,0.6016949152542372,0.6761904761904762,0.04268846503178928,0.3238095238095238,0.6761904761904762,0.9573115349682108,71,47,34,1054,0.8500000000000001
XLM-RoBERTa-improved,5,Operations_PatrolsInterventions,0.5413005272407733,0.4740761997142859,0.6666666666666666,0.6,0.007653061224489796,0.4,0.6,0.9923469387755102,18,9,12,1167,0.8
XLM-RoBERTa-improved,5,StateAdministration,0.5413005272407733,0.4740761997142859,0.5217391304347826,0.5454545454545454,0.0189328743545611,0.45454545454545453,0.5454545454545454,0.9810671256454389,24,22,20,1140,0.8500000000000001
XLM-RoBERTa-improved,5,RefugeeAssistance,0.5413005272407733,0.4740761997142859,0.1111111111111111,0.09523809523809523,0.01350210970464135,0.9047619047619048,0.09523809523809523,0.9864978902953586,2,16,19,1169,0.7500000000000001
XLM-RoBERTa-improved,5,ElectionAssistance,0.5413005272407733,0.4740761997142859,0.5555555555555556,0.6521739130434783,0.01014370245139476,0.34782608695652173,0.6521739130434783,0.9898562975486053,15,12,8,1171,0.9000000000000001
XLM-RoBERTa-improved,5,LegalReform,0.5413005272407733,0.4740761997142859,0.42857142857142855,0.23076923076923078,0.006779661016949152,0.7692307692307693,0.23076923076923078,0.9932203389830508,6,8,20,1172,0.8
XLM-RoBERTa-improved,5,CivilSocietyAssistance,0.5413005272407733,0.4740761997142859,0.47368421052631576,0.5625,0.017035775127768313,0.4375,0.5625,0.9829642248722317,18,20,14,1154,0.8500000000000001
